"#","Program Title","Agency/Office","Types of Assistance","Date Modified","Date Published"
"10.766","Community Facilities Loans and Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS, F - GUARANTEED/INSURED LOANS","9/7/2010 18:41","1/1/1993 0:00"
"10.767","Intermediary Relending Program","Department of Agriculture / Rural Development","E - DIRECT LOANS","9/23/2010 7:51","1/1/1993 0:00"
"10.768","Business and Industry Loans","Department of Agriculture / Rural Development","F - GUARANTEED/INSURED LOANS","9/23/2010 7:51","1/1/1993 0:00"
"10.769","Rural Business Enterprise Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS","10/27/2008 0:00","1/1/1993 0:00"
"10.770","Water and Waste Disposal Loans and Grants (Section 306C)","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS","9/7/2010 18:42","1/1/1993 0:00"
"10.771","Rural Cooperative Development Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS","9/16/2008 0:00","1/1/1994 0:00"
"10.773","Rural Business Opportunity Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS","10/27/2008 0:00","1/1/1999 0:00"
"10.777","Norman E. Borlaug International Agricultural Science and Technology Fellowship","Department of Agriculture / Foreign Agricultural Service","C - Direct Payments for Specified Use","9/7/2010 18:42","9/7/2010 18:42"
"10.778","Research on the Economic Impact of Cooperatives","Department of Agriculture / Rural Business-Cooperative Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","11/5/2008 0:00","1/1/2006 0:00"
"10.780","Community Facilities Loans and Grants","Department of Agriculture / Rural Development","B - Project Grants, E - Direct Loans","9/7/2010 18:58","9/28/2009 14:34"
"10.781","Water and Waste Disposal Systems for Rural Communities - ARRA","Department of Agriculture / Rural Development","B - Project Grants, E - Direct Loans","9/7/2010 18:59","9/30/2009 13:32"
"10.783","Rural Business Enterprise Grants - ARRA","Department of Agriculture / Rural Development","B - Project Grants","10/1/2009 10:56","10/1/2009 10:56"
"10.787","Broadband Initiatives Program","Department of Agriculture / Rural Utilities Service","B - Project Grants (Discretionary), E - Direct Loans","9/9/2010 8:37","8/12/2009 14:31"
"10.788","Very Low to Moderate Income Housing Loans - Direct","Department of Agriculture / Rural Development","E - Direct Loans, F - Guaranteed/Insured Loans","8/23/2010 9:07","9/29/2009 12:10"
"10.789","Very Low to Moderate Income Housing Loans - Guaranteed","Department of Agriculture / Rural Development","E - Direct Loans, F - Guaranteed/Insured Loans","8/27/2010 7:46","9/29/2009 12:10"
"10.850","Rural Electrification Loans and Loan Guarantees","Department of Agriculture / Rural Development","E - DIRECT LOANS","9/3/2010 19:08","1/1/1965 0:00"
"10.851","Rural Telephone Loans and Loan Guarantees","Department of Agriculture / Rural Development","E - DIRECT LOANS, F - GUARANTEED/INSURED LOANS","9/8/2010 12:26","1/1/1969 0:00"
"10.854","Rural Economic Development Loans and Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS","10/27/2008 0:00","1/1/1988 0:00"
"10.855","Distance Learning and Telemedicine Loans and Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS","9/9/2010 8:37","1/1/1992 0:00"
"10.856","1890 Land Grant Institutions Rural Entrepreneurial Outreach Program","Department of Agriculture / Rural Development","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/16/2008 0:00","1/1/2004 0:00"
"10.857","State Bulk Fuel Revolving Fund Grants","Department of Agriculture / Rural Development","B - PROJECT GRANTS","9/7/2010 18:59","1/1/2001 0:00"
"10.858","Denali Commmission Grants and Loans","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS","9/7/2010 19:00","1/1/2002 0:00"
"10.859","Assistance to High Energy Cost Rural Communities","Department of Agriculture / Rural Development","B - PROJECT GRANTS, E - DIRECT LOANS","9/3/2010 19:10","1/1/2001 0:00"
"10.861","Public Television Station Digital Transition Grant Program","Department of Agriculture / Rural Development","B - PROJECT GRANTS","9/8/2010 12:27","1/1/2005 0:00"
"10.862","Household Water Well System Grant Program","Department of Agriculture / Rural Utilities Service","B - PROJECT GRANTS","9/8/2010 12:27","1/1/2004 0:00"
"10.863","Community Connect Grant Program","Department of Agriculture / Rural Development","B - PROJECT GRANTS","9/9/2010 8:38","1/1/2004 0:00"
"10.864","Grant Program to Establish a Fund for Financing Water and Wastewater Projects","Department of Agriculture / Rural Development","B - PROJECT GRANTS","9/8/2010 12:28","1/1/2005 0:00"
"10.865","Biorefinery Assistance","Department of Agriculture / Rural Business-Cooperative Service","F - Guaranteed/Insured Loans","12/23/2009 9:02","12/23/2009 9:02"
"10.868","Rural Energy for America Program","Department of Agriculture / Rural Business-Cooperative Service","F - Loan Guarantees/Grants","12/11/2009 7:47","12/11/2009 7:47"
"10.870","Rural Microentrepreneur Assistance Program","Department of Agriculture / Rural Business-Cooperative Service","B - Project Grants, E - Direct Loans","10/2/2009 9:32","10/2/2009 9:32"
"10.886","Rural Broadband Access Loans and Loan Guarantees","Department of Agriculture / Rural Development","E - DIRECT LOANS, F - GUARANTEED/INSURED LOANS","9/8/2010 12:29","1/1/2005 0:00"
"10.901","Resource Conservation and Development","Department of Agriculture / Natural Resources Conservation Service","K - ADVISORY SERVICES AND COUNSELING","8/30/2010 12:36","1/1/1970 0:00"
"10.902","Soil and Water Conservation","Department of Agriculture / Natural Resources Conservation Service","K - ADVISORY SERVICES AND COUNSELING","8/27/2010 7:46","1/1/1970 0:00"
"10.903","Soil Survey","Department of Agriculture / Natural Resources Conservation Service","L - DISSEMINATION OF TECHNICAL INFORMATION","8/30/2010 12:44","1/1/1969 0:00"
"10.904","Watershed Protection and Flood Prevention","Department of Agriculture / Natural Resources Conservation Service","K - ADVISORY SERVICES AND COUNSELING","8/30/2010 12:45","1/1/1970 0:00"
"10.905","Plant Materials for Conservation","Department of Agriculture / Natural Resources Conservation Service","J - PROVISION OF SPECIALIZED SERVICES","8/30/2010 12:46","1/1/1971 0:00"
"10.907","Snow Survey and Water Supply Forecasting","Department of Agriculture / Natural Resources Conservation Service","L - DISSEMINATION OF TECHNICAL INFORMATION","8/30/2010 12:46","1/1/1971 0:00"
"10.912","Environmental Quality Incentives Program","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/30/2010 12:51","1/1/1997 0:00"
"10.913","Farm and Ranch Lands Protection Program","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/30/2010 12:51","1/1/1997 0:00"
"10.914","Wildlife Habitat Incentive Program","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","8/30/2010 12:52","1/1/1997 0:00"
"10.916","Watershed Rehabilitation Program","Department of Agriculture / Natural Resources Conservation Service","K - ADVISORY SERVICES AND COUNSELING","9/1/2010 9:30","1/1/2003 0:00"
"10.917","Agricultural Management Assistance","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/1/2010 9:30","1/1/2004 0:00"
"10.920","Grassland Reserve Program","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/1/2010 9:31","1/1/2004 0:00"
"10.921","Conservation Security Program","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/1/2010 9:31","1/1/2004 0:00"
"10.922","Healthy Forests Reserve Program (HFRP)","Department of Agriculture / Natural Resources Conservation Service","C - DIRECT PAYMENTS FOR A SPECIFIED USE","9/9/2010 8:38","1/1/2007 0:00"
"10.923","Emergency Watershed Protection Program","Department of Agriculture / Natural Resources Conservation Service","B - PROJECT GRANTS","9/9/2010 8:38","1/1/2007 0:00"
"10.950","Agricultural Statistics Reports","Department of Agriculture / National Agricultural Statistics Service","L - DISSEMINATION OF TECHNICAL INFORMATION","9/17/2008 0:00","1/1/1969 0:00"
"10.960","Technical Agricultural Assistance","Department of Agriculture / Foreign Agricultural Service","B - PROJECT GRANTS","9/17/2008 0:00","1/1/1986 0:00"
"10.961","Scientific Cooperation and Research","Department of Agriculture / Foreign Agricultural Service","B - PROJECT GRANTS, C - DIRECT PAYMENTS FOR A SPECIFIED USE, M - Training","9/17/2010 7:37","1/1/1986 0:00"
"10.962","Cochran Fellowship Program-International Training-Foreign Participant","Department of Agriculture / Foreign Agricultural Service","C - Direct Payments for Specified Use (Cooperative Agreements)","8/23/2010 9:08","1/1/1986 0:00"
"10.999","Long Term Standing Agreements For Storage, Transportation And Lease","Department of Agriculture / Farm Service Agency","C - DIRECT PAYMENTS FOR A SPECIFIED USE","10/14/2008 0:00","1/1/2008 0:00"
"11.001","Census Bureau Data Products","Department of Commerce / U.S. Census Bureau","L - DISSEMINATION OF TECHNICAL INFORMATION","9/17/2008 0:00","1/1/1965 0:00"
"11.002","Census Customer Services","Department of Commerce / U.S. Census Bureau","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING","9/17/2008 0:00","1/1/1970 0:00"
"11.003","Census Geography","Department of Commerce / U.S. Census Bureau","J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION","9/17/2008 0:00","1/1/1969 0:00"
"11.004","Census Intergovernmental Services","Department of Commerce / U.S. Census Bureau","K - ADVISORY SERVICES AND COUNSELING, L - DISSEMINATION OF TECHNICAL INFORMATION, M - TRAINING","9/17/2008 0:00","1/1/1970 0:00"
"11.005","Census Special Tabulations and Services","Department of Commerce / U.S. Census Bureau","J - PROVISION OF SPECIALIZED SERVICES, L - DISSEMINATION OF TECHNICAL INFORMATION","6/20/2008 0:00","1/1/1969 0:00"
"11.006","Personal Census Search","Department of Commerce / U.S. Census Bureau","J - PROVISION OF SPECIALIZED SERVICES","9/17/2008 0:00","1/1/1967 0:00"
"11.008","NOAA Mission-Related Education Awards","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","B - Cooperative Agreements","6/30/2009 9:24","6/30/2009 9:24"
"11.010","Community Trade Adjustment Assistance","Department of Commerce / Economic Development Administration","B - Project Grants (Discretionary)","8/9/2010 8:19","10/8/2009 7:20"
"11.011","Ocean Exploration","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","B - Project Grants","10/19/2009 7:45","10/19/2009 7:45"
"11.012","Integrated Ocean Observing System (IOOS)","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","B - Project Grants","10/19/2009 7:46","10/19/2009 7:46"
"11.013","Education Quality Award Ambassadorship","Department of Commerce / National Institute of Standards and Technology (NIST)","B - Cooperative Agreements","12/2/2009 14:21","12/2/2009 14:21"
"11.025","Measures and Analyses of the U.S. Economy","Department of Commerce / Economics and Statistics Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","9/18/2008 0:00","1/1/1976 0:00"
"11.026","STAT-USA: Key Business, Economic, and International Trade Information","Department of Commerce / Economics and Statistics Administration","L - DISSEMINATION OF TECHNICAL INFORMATION","9/18/2008 0:00","1/1/1994 0:00"
"11.106","Remedies for Unfair Foreign Trade Practices_Antidumping and Countervailing Duty Investigations","Department of Commerce / International Trade Administration","J - PROVISION OF SPECIALIZED SERVICES, N - INVESTIGATION OF COMPLAINTS","9/18/2008 0:00","1/1/2004 0:00"
"11.108","Commercial Service","Department of Commerce / International Trade Administration","K - ADVISORY SERVICES AND COUNSELING","9/18/2008 0:00","1/1/1980 0:00"
"11.110","Manufacturing and Services","Department of Commerce / International Trade Administration","K - ADVISORY SERVICES AND COUNSELING","9/19/2008 0:00","1/1/1984 0:00"
"11.111","Foreign-Trade Zones in the United States","Department of Commerce / International Trade Administration","J - PROVISION OF SPECIALIZED SERVICES","9/18/2008 0:00","1/1/1986 0:00"
"11.112","Market Development Cooperator Program","Department of Commerce / International Trade Administration","B - PROJECT GRANTS","9/18/2008 0:00","1/1/1994 0:00"
"11.113","ITA Special Projects","Department of Commerce / International Trade Administration","B - PROJECT GRANTS","9/18/2008 0:00","1/1/1995 0:00"
"11.150","Export Licensing Service and Information","Department of Commerce / Bureau of Export Administration","K - ADVISORY SERVICES AND COUNSELING","9/18/2008 0:00","1/1/1988 0:00"
"11.300","Investments for Public Works and Economic Development Facilities","Department of Commerce / Economic Development Administration","B - Project Grants","10/22/2009 12:01","1/1/1965 0:00"
"11.302","Economic Development_Support for Planning Organizations","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS","10/16/2009 14:11","1/1/1969 0:00"
"11.303","Economic Development_Technical Assistance","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS","10/16/2009 14:16","1/1/1969 0:00"
"11.307","Economic Adjustment Assistance","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS","10/22/2009 12:09","1/1/1975 0:00"
"11.312","Research and Evaluation Program","Department of Commerce / Economic Development Administration","B - PROJECT GRANTS","10/22/2009 12:08","1/1/1984 0:00"
"11.313","Trade Adjustment Assistance for Firms","Department of Commerce / Economic Development Administration","B - Cooperative Agreements","8/9/2010 8:19","1/1/1991 0:00"
"11.400","Geodetic Surveys and Services (Geodesy and Applications of the National Geodetic Reference System)","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","B - PROJECT GRANTS","6/30/2009 9:26","1/1/2004 0:00"
"11.407","Interjurisdictional Fisheries Act of 1986","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","A - FORMULA GRANTS","6/30/2009 9:27","1/1/1971 0:00"
"11.408","Fishermen's Contingency Fund","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","D - DIRECT PAYMENTS WITH UNRESTRICTED USE","6/30/2009 9:27","1/1/1971 0:00"
"11.413","Fishery Products Inspection and Certification","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","J - PROVISION OF SPECIALIZED SERVICES","6/30/2009 9:28","1/1/1971 0:00"
"11.415","Fisheries Finance Program","Department of Commerce / National Oceanic and Atmospheric Administration (NOAA)","E - DIRECT LOANS","6/30/2009 9:28","1/1/1971 0:00"
